GeneNames	knockout	wt	log2fc	log2(Fold_change) normalized	z-score	p-value	q-value	q-value(Storey et al. 2003)	Signature(p-value < 0.001)
XOO1695	41657	166	7.971231893	7.985467088	200.7824457	0	0	0	TRUE
XOO1713	41502	130	8.318525429	8.332760623	196.9016405	0	0	0	TRUE
XOO1712	38578	169	7.834611295	7.84884649	194.4617081	0	0	0	TRUE
XOO1710	24742	105	7.880428986	7.894664181	155.3827717	0	0	0	TRUE
XOO1694	20017	120	7.382047554	7.396282748	142.7472973	0	0	0	TRUE
XOO2204	906	12583	-3.795821066	-3.781585871	-107.7518797	0	0	0	TRUE
XOO2941	17272	3797	2.185503244	2.199738439	97.13667162	0	0	0	TRUE
XOO1691	8685	77	6.817523593	6.831758788	95.76604098	0	0	0	TRUE
XOO2581	408	8854	-4.439688316	-4.425453122	-94.58859624	0	0	0	TRUE
XOO1698	8209	90	6.511137676	6.52537287	93.77886896	0	0	0	TRUE
XOO1705	8587	36	7.898013475	7.91224867	91.44996416	0	0	0	TRUE
XOO2836	1137	10270	-3.175132022	-3.160896828	-90.60838069	0	0	0	TRUE
XOO1685	7494	93	6.332361451	6.346596646	89.88867717	0	0	0	TRUE
XOO2844	448	8018	-4.16167178	-4.147436585	-88.52104925	0	0	0	TRUE
XOO1469	362	6596	-4.187529796	-4.173294602	-80.42394853	0	0	0	TRUE
XOO1717	5670	52	6.768693302	6.782928496	77.47483373	0	0	0	TRUE
XOO1704	5392	36	7.22667978	7.240914974	74.49840926	0	0	0	TRUE
XOO1714	5593	23	7.925844659	7.940079854	73.70609526	0	0	0	TRUE
XOO3300	10266	2347	2.128984419	2.143219613	73.64839232	0	0	0	TRUE
XOO1604	16704	32294	-0.95107253	-0.936837335	-70.2116807	0	0	0	TRUE
XOO1701	9240	2153	2.101544532	2.115779727	69.30101451	0	0	0	TRUE
XOO1697	5645	10	9.140829771	9.155064965	69.16800846	0	0	0	TRUE
XOO3989	12454	3911	1.670999743	1.685234938	69.07269025	0	0	0	TRUE
XOO1683	4443	42	6.725001003	6.739236198	68.6565538	0	0	0	TRUE
XOO1689	3912	68	5.846227814	5.860463008	65.23850375	0	0	0	TRUE
XOO1699	4036	26	7.278270741	7.292505936	64.33408553	0	0	0	TRUE
XOO1703	3714	32	6.8587581	6.872993295	62.55015578	0	0	0	TRUE
XOO2582	411	4465	-3.441449876	-3.427214682	-61.83784416	0	0	0	TRUE
XOO2847	494	4646	-3.233406207	-3.219171013	-61.42607293	0	0	0	TRUE
XOO1784	9484	20033	-1.078810917	-1.064575723	-61.38062873	0	0	0	TRUE
XOO1687	3530	35	6.656169451	6.670404646	61.29821004	0	0	0	TRUE
XOO1805	11997	23502	-0.970109847	-0.955874653	-60.85597427	0	0	0	TRUE
XOO1161	5342	13299	-1.315865887	-1.301630693	-58.64154811	0	0	0	TRUE
XOO2842	270	3730	-3.788144318	-3.773909123	-58.60504373	0	0	0	TRUE
XOO1715	3190	19	7.391413195	7.40564839	56.95443496	0	0	0	TRUE
XOO4096	68442	49767	0.459692496	0.473927691	56.59062362	0	0	0	TRUE
XOO0748	832	4951	-2.573064516	-2.558829321	-56.51770339	0	0	0	TRUE
XOO1709	3129	19	7.36355843	7.377793624	56.4669766	0	0	0	TRUE
XOO1706	3083	20	7.268191079	7.282426274	56.24779429	0	0	0	TRUE
XOO2572	375	3719	-3.309952247	-3.295717053	-55.52015922	0	0	0	TRUE
XOO1700	2999	17	7.462802966	7.47703816	55.06974505	0	0	0	TRUE
XOO2558	160	3031	-4.243650042	-4.229414847	-54.70954491	0	0	0	TRUE
XOO1680	2761	89	4.955241742	4.969476936	54.23362836	0	0	0	TRUE
XOO4333	1668	6340	-1.926363552	-1.912128357	-53.46916772	0	0	0	TRUE
XOO2566	166	2923	-4.138194682	-4.123959488	-53.35252335	0	0	0	TRUE
XOO1746	2885	8416	-1.544563386	-1.530328191	-52.68859866	0	0	0	TRUE
XOO3196	3599	500	2.847596102	2.861831297	51.38405582	0	0	0	TRUE
XOO4334	1723	6151	-1.835898274	-1.82166308	-50.96723618	0	0	0	TRUE
XOO1468	125	2540	-4.344828497	-4.330593302	-50.38849848	0	0	0	TRUE
XOO4779	2313	24	6.59058705	6.604822245	49.69189785	0	0	0	TRUE
XOO1686	2318	20	6.856736756	6.870971951	49.4174696	0	0	0	TRUE
XOO1682	2264	26	6.444218525	6.458453719	49.30820135	0	0	0	TRUE
XOO1693	2498	10	7.964629667	7.978864861	49.16568956	0	0	0	TRUE
XOO2031	38401	26509	0.534661632	0.548896827	48.27556306	0	0	0	TRUE
XOO1707	2030	24	6.402301511	6.416536706	46.72553796	0	0	0	TRUE
XOO1696	2534	4	9.307200809	9.321436004	45.84255641	0	0	0	TRUE
XOO2621	158	2112	-3.740613371	-3.726378177	-43.90092226	0	0	0	TRUE
XOO0417	331	2576	-2.960229471	-2.945994277	-43.88294774	0	0	0	TRUE
XOO1470	130	1872	-3.847996907	-3.833761712	-41.73795286	0	0	0	TRUE
XOO3200	776	3334	-2.103125547	-2.088890352	-41.07101577	0	0	0	TRUE
XOO2624	213	2043	-3.261763869	-3.247528674	-40.88547463	0	0	0	TRUE
XOO2833	140	1838	-3.714638034	-3.70040284	-40.85187428	0	0	0	TRUE
XOO4615	6082	2455	1.308822792	1.323057986	40.33262142	0	0	0	TRUE
XOO2848	460	2593	-2.49491644	-2.480681245	-40.18758964	0	0	0	TRUE
XOO1510	12529	19861	-0.664666993	-0.650431799	-40.13059839	0	0	0	TRUE
XOO2203	229	1901	-3.053339029	-3.039103834	-38.26520136	0	0	0	TRUE
XOO1702	1316	18	6.192018772	6.206253967	37.7384711	0	0	0	TRUE
XOO1681	1351	10	7.077883864	7.092119059	37.47659935	2.22E-307	1.31E-305	4.59E-306	TRUE
XOO3197	2015	320	2.654636029	2.668871223	37.07206959	7.92E-301	4.60E-299	1.62E-299	TRUE
XOO2721	9678	15536	-0.682834262	-0.668599067	-36.35151804	2.49E-289	1.42E-287	5.01E-288	TRUE
XOO4354	4178	8242	-0.980181971	-0.965946777	-36.29786834	1.75E-288	9.87E-287	3.47E-287	TRUE
XOO2565	112	1448	-3.692490965	-3.67825577	-36.18067589	1.23E-286	6.83E-285	2.40E-285	TRUE
XOO1586	2538	5781	-1.187627003	-1.173391809	-35.61374947	8.58E-278	4.71E-276	1.66E-276	TRUE
XOO2587	1526	4140	-1.439875806	-1.425640611	-35.04434584	4.75E-269	2.58E-267	9.05E-268	TRUE
XOO2575	344	1946	-2.50003124	-2.485796045	-34.85416725	3.68E-266	1.97E-264	6.92E-265	TRUE
XOO0300	2029	423	2.262039297	2.276274491	33.96259407	7.95E-253	4.19E-251	1.47E-251	TRUE
XOO0283	215	1582	-2.879341035	-2.86510584	-33.91573355	3.91E-252	2.03E-250	7.15E-251	TRUE
XOO1157	3530	7019	-0.99159732	-0.977362126	-33.82129979	9.59E-251	4.93E-249	1.73E-249	TRUE
XOO2601	630	2431	-1.94812616	-1.933890965	-33.35057291	7.15E-244	3.63E-242	1.27E-242	TRUE
XOO0842	12354	7767	0.669548865	0.683784059	33.21667774	6.18E-242	3.10E-240	1.09E-240	TRUE
XOO2787	50	1084	-4.438292852	-4.424057657	-33.0862965	4.68E-240	2.32E-238	8.14E-239	TRUE
XOO4117	1744	319	2.450771711	2.465006906	32.99984049	8.17E-239	3.99E-237	1.40E-237	TRUE
XOO2354	191	1462	-2.936298768	-2.922063573	-32.92537688	9.53E-238	4.60E-236	1.62E-236	TRUE
XOO4105	2423	665	1.865368159	1.879603354	32.82856423	2.30E-236	1.10E-234	3.87E-235	TRUE
XOO2576	212	1503	-2.825708839	-2.811473645	-32.74205053	3.94E-235	1.86E-233	6.53E-234	TRUE
XOO1902	30257	23019	0.39444379	0.408678984	32.66388652	5.09E-234	2.37E-232	8.34E-233	TRUE
XOO2553	6493	10823	-0.737143337	-0.722908142	-32.47995826	2.05E-231	9.43E-230	3.31E-230	TRUE
XOO2571	152	1300	-3.096368394	-3.0821332	-31.85215635	1.23E-222	5.60E-221	1.97E-221	TRUE
XOO3381	992	6	7.36923381	7.383469004	31.78660034	9.92E-222	4.47E-220	1.57E-220	TRUE
XOO0313	1090	83	3.715072988	3.729308183	31.70196621	1.46E-220	6.50E-219	2.29E-219	TRUE
XOO2622	97	1134	-3.547292083	-3.533056888	-31.53773658	2.64E-218	1.16E-216	4.09E-217	TRUE
XOO4121	1093	97	3.494164843	3.508400038	31.03061616	2.08E-211	9.08E-210	3.19E-210	TRUE
XOO0182	1130	113	3.321928095	3.33616329	30.91162305	8.34E-210	3.59E-208	1.26E-208	TRUE
XOO0956	1067	92	3.535782505	3.550017699	30.80002966	2.62E-208	1.12E-206	3.92E-207	TRUE
XOO2857	34	895	-4.718281031	-4.704045836	-30.45236083	1.11E-203	4.70E-202	1.65E-202	TRUE
XOO2749	1045	91	3.521492587	3.535727781	30.4334011	1.99E-203	8.30E-202	2.92E-202	TRUE
XOO1726	2524	829	1.606267903	1.620503098	30.21438432	1.53E-200	6.34E-199	2.23E-199	TRUE
XOO3391	945	61	3.953433182	3.967668376	30.13379202	1.75E-199	7.16E-198	2.52E-198	TRUE
XOO2834	210	1342	-2.675923439	-2.661688244	-30.06049998	1.59E-198	6.45E-197	2.27E-197	TRUE
XOO3910	1041	100	3.379898164	3.394133358	29.88303604	3.27E-196	1.31E-194	4.61E-195	TRUE
XOO2516	1028	96	3.420662048	3.434897243	29.84093612	1.15E-195	4.57E-194	1.61E-194	TRUE
XOO2830	97	1023	-3.398677588	-3.384442393	-29.44297082	1.55E-190	6.09E-189	2.14E-189	TRUE
XOO0563	1011	100	3.337711092	3.351946287	29.29663114	1.14E-188	4.46E-187	1.57E-187	TRUE
XOO1023	1016	104	3.288244969	3.302480163	29.18470203	3.03E-187	1.17E-185	4.11E-186	TRUE
XOO4571	1029	110	3.225667553	3.239902748	29.12849053	1.56E-186	5.97E-185	2.10E-185	TRUE
XOO1690	823	5	7.362820526	7.37705572	28.9596035	2.12E-184	8.03E-183	2.82E-183	TRUE
XOO1692	831	4	7.698704667	7.712939861	28.70462539	3.34E-181	1.25E-179	4.40E-180	TRUE
XOO1585	3987	7024	-0.81698924	-0.802754045	-28.6438919	1.91E-180	7.09E-179	2.49E-179	TRUE
XOO1158	1954	4192	-1.10120825	-1.086973055	-28.51320708	8.04E-179	2.96E-177	1.04E-177	TRUE
XOO1749	2360	4770	-1.015202407	-1.000967212	-28.43144398	8.27E-178	3.01E-176	1.06E-176	TRUE
XOO1315	853	69	3.627877475	3.642112669	27.80552328	3.72E-170	1.34E-168	4.72E-169	TRUE
XOO0122	885	81	3.449683642	3.463918837	27.78142419	7.27E-170	2.60E-168	9.15E-169	TRUE
XOO4019	8572	12680	-0.56485099	-0.550615796	-27.59689586	1.21E-167	4.30E-166	1.51E-166	TRUE
XOO0620	937	105	3.15765972	3.171894915	27.53490547	6.71E-167	2.36E-165	8.29E-166	TRUE
XOO4479	904	94	3.265590111	3.279825305	27.44770166	7.40E-166	2.58E-164	9.07E-165	TRUE
XOO3109	845	73	3.532982972	3.547218167	27.40067839	2.69E-165	9.30E-164	3.27E-164	TRUE
XOO2577	152	1061	-2.803281427	-2.789046233	-27.39576872	3.08E-165	1.06E-163	3.71E-164	TRUE
XOO1320	806	63	3.677356105	3.6915913	27.16186619	1.83E-162	6.23E-161	2.19E-161	TRUE
XOO4520	879	90	3.287866259	3.302101453	27.14431109	2.96E-162	9.96E-161	3.50E-161	TRUE
XOO2158	884	92	3.264340603	3.278575798	27.1378889	3.52E-162	1.18E-160	4.13E-161	TRUE
XOO4079	877	90	3.284579936	3.298815131	27.10185698	9.36E-162	3.10E-160	1.09E-160	TRUE
XOO2568	26	703	-4.756941161	-4.742705966	-27.02899306	6.75E-161	2.22E-159	7.79E-160	TRUE
XOO1796	11297	15827	-0.486448114	-0.472212919	-26.81470341	2.18E-158	7.10E-157	2.48E-157	TRUE
XOO2619	218	1184	-2.441269041	-2.427033846	-26.81467427	2.18E-158	7.05E-157	2.48E-157	TRUE
XOO2841	850	86	3.305054276	3.319289471	26.75188332	1.17E-157	3.77E-156	1.32E-156	TRUE
XOO2623	52	760	-3.86941589	-3.855180696	-26.6424659	2.19E-156	6.96E-155	2.45E-155	TRUE
XOO0960	791	70	3.498250868	3.512486062	26.40954707	1.06E-153	3.36E-152	1.18E-152	TRUE
XOO1487	381	1487	-1.964541745	-1.95030655	-26.22839393	1.26E-151	3.95E-150	1.39E-150	TRUE
XOO4193	785	71	3.466801724	3.481036919	26.21611849	1.74E-151	5.41E-150	1.90E-150	TRUE
XOO1467	46	720	-3.96829114	-3.954055946	-26.14506913	1.12E-150	3.46E-149	1.22E-149	TRUE
XOO0032	827	88	3.232311901	3.246547095	26.1365707	1.40E-150	4.29E-149	1.51E-149	TRUE
XOO2567	105	881	-3.068752691	-3.054517497	-26.11054308	2.77E-150	8.41E-149	2.95E-149	TRUE
XOO2832	50	713	-3.833902077	-3.819666882	-25.72558142	6.05E-146	1.82E-144	6.41E-145	TRUE
XOO1708	671	3	7.805206455	7.81944165	25.67157875	2.43E-145	7.26E-144	2.55E-144	TRUE
XOO0282	748	2104	-1.492024529	-1.477789335	-25.65903692	3.35E-145	9.95E-144	3.50E-144	TRUE
XOO3737	747	67	3.478875242	3.493110437	25.60873703	1.22E-144	3.59E-143	1.26E-143	TRUE
XOO0342	785	82	3.258996839	3.273232034	25.55503765	4.83E-144	1.41E-142	4.96E-143	TRUE
XOO3988	16	611	-5.25502857	-5.240793375	-25.54209871	6.72E-144	1.95E-142	6.86E-143	TRUE
XOO1752	2075	4085	-0.977224742	-0.962989547	-25.47815726	3.44E-143	9.93E-142	3.49E-142	TRUE
XOO1053	716	59	3.601172728	3.615407923	25.40530587	2.20E-142	6.31E-141	2.22E-141	TRUE
XOO2648	776	82	3.242360838	3.256596032	25.35196037	8.55E-142	2.43E-140	8.55E-141	TRUE
XOO2835	75	766	-3.352381891	-3.338146697	-25.33120857	1.45E-141	4.09E-140	1.44E-140	TRUE
XOO2574	137	924	-2.753716958	-2.739481764	-25.32804915	1.57E-141	4.40E-140	1.55E-140	TRUE
XOO0161	811	99	3.034201484	3.048436679	25.15196301	1.35E-139	3.74E-138	1.32E-138	TRUE
XOO0739	780	87	3.164386818	3.178622013	25.14615723	1.56E-139	4.30E-138	1.51E-138	TRUE
XOO2807	751	78	3.267266879	3.281502073	25.02271605	3.46E-138	9.50E-137	3.34E-137	TRUE
XOO2850	31	624	-4.331205908	-4.316970714	-24.95384152	1.94E-137	5.29E-136	1.86E-136	TRUE
XOO1003	773	88	3.134892985	3.14912818	24.92787026	3.71E-137	1.01E-135	3.53E-136	TRUE
XOO0732	6104	9240	-0.598137889	-0.583902695	-24.82800812	4.47E-136	1.20E-134	4.23E-135	TRUE
XOO2883	721	70	3.364572432	3.378807627	24.82268998	5.10E-136	1.36E-134	4.79E-135	TRUE
XOO4440	652	46	3.825166198	3.839401393	24.76502273	2.14E-135	5.67E-134	1.99E-134	TRUE
XOO4224	725	73	3.312012626	3.326247821	24.7284677	5.29E-135	1.39E-133	4.90E-134	TRUE
XOO1393	695	63	3.463589244	3.477824439	24.65841107	2.99E-134	7.83E-133	2.75E-133	TRUE
XOO3584	4194	6812	-0.699751574	-0.685516379	-24.58321856	1.91E-133	4.97E-132	1.75E-132	TRUE
XOO1444	683	60	3.508851173	3.523086367	24.56925288	2.69E-133	6.97E-132	2.45E-132	TRUE
XOO3202	235	1102	-2.229391562	-2.215156367	-24.49409788	1.71E-132	4.39E-131	1.54E-131	TRUE
XOO2584	108	812	-2.910448415	-2.89621322	-24.42907182	8.40E-132	2.14E-130	7.54E-131	TRUE
XOO0776	55794	64767	-0.215148935	-0.20091374	-24.35408851	5.25E-131	1.33E-129	4.68E-130	TRUE
XOO2285	679	62	3.453071454	3.467306648	24.34352473	6.79E-131	1.71E-129	6.02E-130	TRUE
XOO3798	6197	9276	-0.581932852	-0.567697657	-24.25419682	5.97E-130	1.50E-128	5.26E-129	TRUE
XOO2301	637	50	3.671293372	3.685528567	24.13244499	1.14E-128	2.84E-127	9.99E-128	TRUE
XOO1206	1199	304	1.97968843	1.993923625	24.01498364	1.94E-127	4.80E-126	1.69E-126	TRUE
XOO3088	16856	21719	-0.36569546	-0.351460265	-23.89344971	3.58E-126	8.81E-125	3.10E-125	TRUE
XOO2088	655	61	3.424613759	3.438848953	23.83040361	1.62E-125	3.95E-124	1.39E-124	TRUE
XOO2580	122	807	-2.725687526	-2.711452331	-23.54197523	1.52E-122	3.69E-121	1.30E-121	TRUE
XOO4357	718	90	2.995986937	3.010222132	23.52443321	2.29E-122	5.54E-121	1.95E-121	TRUE
XOO3097	592	43	3.783188611	3.797423806	23.51037839	3.19E-122	7.67E-121	2.70E-121	TRUE
XOO4021	447	1455	-1.702672417	-1.688437222	-23.50394259	3.72E-122	8.87E-121	3.12E-121	TRUE
XOO4147	630	61	3.368470681	3.382705875	23.21438103	3.26E-119	7.73E-118	2.72E-118	TRUE
XOO0874	659	72	3.194209654	3.208444848	23.21002902	3.61E-119	8.50E-118	2.99E-118	TRUE
XOO2011	645	67	3.26706616	3.281301354	23.18893254	5.89E-119	1.38E-117	4.85E-118	TRUE
XOO3352	11917	8701	0.453767972	0.468003167	23.18082667	7.11E-119	1.66E-117	5.82E-118	TRUE
XOO2840	171	892	-2.383047385	-2.36881219	-22.94606505	1.61E-116	3.74E-115	1.31E-115	TRUE
XOO2579	193	938	-2.280987075	-2.266751881	-22.91836014	3.05E-116	7.02E-115	2.47E-115	TRUE
XOO2583	84	681	-3.019193565	-3.004958371	-22.77838934	7.51E-115	1.72E-113	6.05E-114	TRUE
XOO2578	134	799	-2.575962502	-2.561727308	-22.71324627	3.31E-114	7.55E-113	2.65E-113	TRUE
XOO2107	625	67	3.221623189	3.235858384	22.68840782	5.83E-114	1.32E-112	4.64E-113	TRUE
XOO3612	79	659	-3.060353907	-3.046118712	-22.55289097	1.26E-112	2.83E-111	9.96E-112	TRUE
XOO0414	595	58	3.358764863	3.373000058	22.53342592	1.95E-112	4.37E-111	1.54E-111	TRUE
XOO2100	603	64	3.236014192	3.250249387	22.32884746	1.94E-110	4.32E-109	1.52E-109	TRUE
XOO2620	61	598	-3.293264337	-3.279029142	-22.21150533	2.66E-109	5.89E-108	2.07E-108	TRUE
XOO3526	6137	8905	-0.537082028	-0.522846833	-22.05689928	8.20E-108	1.81E-106	6.35E-107	TRUE
XOO3346	549	48	3.515699838	3.529935033	22.04414659	1.09E-107	2.38E-106	8.37E-107	TRUE
XOO1309	3642	5815	-0.675048269	-0.660813075	-21.98619082	3.90E-107	8.51E-106	2.99E-106	TRUE
XOO1465	105	695	-2.72662365	-2.712388455	-21.85119979	7.57E-106	1.64E-104	5.77E-105	TRUE
XOO2383	3479	5592	-0.684691682	-0.670456487	-21.83800992	1.01E-105	2.18E-104	7.66E-105	TRUE
XOO3247	1046	2308	-1.141760372	-1.127525178	-21.78851811	2.98E-105	6.39E-104	2.25E-104	TRUE
XOO0917	600	71	3.079071571	3.093306766	21.78217832	3.42E-105	7.30E-104	2.57E-104	TRUE
XOO1684	435	12	5.17990909	5.194144285	21.63959985	7.62E-104	1.62E-102	5.68E-103	TRUE
XOO4335	505	1451	-1.522692226	-1.508457032	-21.63410278	8.58E-104	1.81E-102	6.36E-103	TRUE
XOO2570	213	916	-2.104494168	-2.090258973	-21.53324052	7.60E-103	1.60E-101	5.61E-102	TRUE
XOO2561	71	597	-3.071840002	-3.057604807	-21.50380971	1.43E-102	2.99E-101	1.05E-101	TRUE
XOO0546	566	62	3.190461932	3.204697127	21.49877702	1.60E-102	3.32E-101	1.17E-101	TRUE
XOO4734	534	50	3.416839742	3.431074937	21.49716885	1.65E-102	3.42E-101	1.20E-101	TRUE
XOO1748	531	1486	-1.48465035	-1.470415155	-21.48258577	2.27E-102	4.66E-101	1.64E-101	TRUE
XOO0050	13982	10754	0.378697363	0.392932558	21.36379681	2.90E-101	5.94E-100	2.09E-100	TRUE
XOO2940	920	226	2.025311089	2.039546283	21.34759935	4.10E-101	8.35E-100	2.94E-100	TRUE
XOO0419	18	437	-4.601564468	-4.587329273	-21.17468757	1.63E-99	3.31E-98	1.16E-98	TRUE
XOO0058	1349	2701	-1.001603292	-0.987368097	-21.14924403	2.80E-99	5.65E-98	1.99E-98	TRUE
XOO2602	778	1850	-1.24968321	-1.235448016	-20.97731478	1.06E-97	2.12E-96	7.45E-97	TRUE
XOO0932	540	62	3.122619287	3.136854481	20.79769469	4.54E-96	9.06E-95	3.18E-95	TRUE
XOO3201	212	881	-2.055077754	-2.04084256	-20.79588362	4.72E-96	9.36E-95	3.29E-95	TRUE
XOO4149	7628	10475	-0.457573495	-0.443338301	-20.57051217	5.04E-94	9.96E-93	3.50E-93	TRUE
XOO1273	1099	2291	-1.059786072	-1.045550878	-20.41796659	1.16E-92	2.28E-91	8.00E-92	TRUE
XOO1160	1112	2309	-1.054111385	-1.03987619	-20.40687041	1.45E-92	2.84E-91	9.99E-92	TRUE
XOO2831	41	474	-3.531191244	-3.51695605	-20.35303831	4.36E-92	8.49E-91	2.99E-91	TRUE
XOO2569	124	676	-2.446683126	-2.432447931	-20.28694846	1.68E-91	3.25E-90	1.14E-90	TRUE
XOO0474	9131	12163	-0.413654339	-0.399419145	-20.12736327	4.25E-90	8.19E-89	2.88E-89	TRUE
XOO1159	1032	2173	-1.074245204	-1.060010009	-20.10948284	6.10E-90	1.17E-88	4.11E-89	TRUE
XOO0747	221	868	-1.973648673	-1.959413478	-20.0999226	7.39E-90	1.41E-88	4.96E-89	TRUE
XOO0989	479	51	3.231456504	3.245691698	19.88870449	5.10E-88	9.69E-87	3.40E-87	TRUE
XOO3396	445	1	8.797661526	8.81189672	19.83690057	1.43E-87	2.70E-86	9.51E-87	TRUE
XOO1414	4107	6155	-0.583673909	-0.569438715	-19.80435022	2.73E-87	5.14E-86	1.81E-86	TRUE
XOO0687	108	615	-2.509555098	-2.495319903	-19.63496142	7.77E-86	1.46E-84	5.12E-85	TRUE
XOO1466	45	451	-3.325130527	-3.310895332	-19.36933294	1.40E-83	2.61E-82	9.18E-83	TRUE
XOO4536	2401	3945	-0.716389897	-0.702154702	-19.100592	2.50E-81	4.63E-80	1.63E-80	TRUE
XOO0973	2196	3680	-0.744827712	-0.730592517	-19.10006712	2.52E-81	4.66E-80	1.64E-80	TRUE
XOO4953	2415	1289	0.905770925	0.92000612	18.94549168	4.81E-80	8.85E-79	3.11E-79	TRUE
XOO2211	5068	7218	-0.510182619	-0.495947424	-18.92072912	7.70E-80	1.41E-78	4.95E-79	TRUE
XOO3646	598	1449	-1.276840205	-1.262605011	-18.8834262	1.56E-79	2.84E-78	1.00E-78	TRUE
XOO0957	566	1394	-1.300356603	-1.286121408	-18.78970744	9.17E-79	1.66E-77	5.85E-78	TRUE
XOO1380	399	1117	-1.485168534	-1.47093334	-18.62962264	1.85E-77	3.34E-76	1.17E-76	TRUE
XOO3685	1171	2268	-0.953679564	-0.93944437	-18.59239517	3.70E-77	6.66E-76	2.34E-76	TRUE
XOO1411	2305	1228	0.90845619	0.922691385	18.55416236	7.55E-77	1.35E-75	4.75E-76	TRUE
XOO4391	1200	2292	-0.933572638	-0.919337444	-18.35439133	3.04E-75	5.43E-74	1.91E-74	TRUE
XOO0936	2167	3575	-0.722244088	-0.708008894	-18.31506215	6.28E-75	1.11E-73	3.91E-74	TRUE
XOO3199	355	1024	-1.528324786	-1.514089591	-18.22360047	3.35E-74	5.92E-73	2.08E-73	TRUE
XOO1274	836	1764	-1.077275713	-1.063040519	-18.1599451	1.07E-73	1.88E-72	6.62E-73	TRUE
XOO1090	7201	5245	0.457254494	0.471489689	18.13224981	1.77E-73	3.10E-72	1.09E-72	TRUE
XOO0538	2244	3648	-0.701033054	-0.686797859	-18.01312778	1.54E-72	2.68E-71	9.42E-72	TRUE
XOO4303	2970	4546	-0.614134753	-0.599899559	-17.83266787	3.94E-71	6.84E-70	2.40E-70	TRUE
XOO2348	33	367	-3.475242133	-3.461006939	-17.79579557	7.62E-71	1.32E-69	4.63E-70	TRUE
XOO2618	133	600	-2.173536255	-2.15930106	-17.78871439	8.64E-71	1.49E-69	5.23E-70	TRUE
XOO3246	651	1466	-1.171155655	-1.15692046	-17.72580615	2.65E-70	4.54E-69	1.60E-69	TRUE
XOO3089	3018	4583	-0.60269948	-0.588464285	-17.59873549	2.52E-69	4.30E-68	1.51E-68	TRUE
XOO1077	6463	8696	-0.428147949	-0.413912754	-17.58434443	3.25E-69	5.52E-68	1.94E-68	TRUE
XOO0200	358	34	3.396352936	3.410588131	17.55859317	5.11E-69	8.65E-68	3.04E-68	TRUE
XOO2538	926	1853	-1.000778783	-0.986543588	-17.50379872	1.34E-68	2.26E-67	7.94E-68	TRUE
XOO0688	82	478	-2.543314803	-2.529079609	-17.44208235	3.95E-68	6.63E-67	2.33E-67	TRUE
XOO1718	851	282	1.593463969	1.607699164	17.44186694	3.97E-68	6.63E-67	2.33E-67	TRUE
XOO2537	1750	2962	-0.759216719	-0.744981524	-17.4283291	5.03E-68	8.37E-67	2.94E-67	TRUE
XOO3236	1305	2371	-0.861445856	-0.847210661	-17.42004405	5.81E-68	9.63E-67	3.39E-67	TRUE
XOO3647	248	803	-1.695059867	-1.680824673	-17.40423861	7.66E-68	1.26E-66	4.44E-67	TRUE
XOO2949	4248	6053	-0.510866585	-0.49663139	-17.34606838	2.11E-67	3.47E-66	1.22E-66	TRUE
XOO1211	3204	4777	-0.576230729	-0.561995534	-17.23855605	1.36E-66	2.23E-65	7.85E-66	TRUE
XOO2462	2716	4169	-0.618217893	-0.603982698	-17.18054717	3.71E-66	6.05E-65	2.13E-65	TRUE
XOO4220	119	549	-2.205844576	-2.191609381	-17.17401941	4.16E-66	6.75E-65	2.37E-65	TRUE
XOO2617	98	504	-2.362570079	-2.348334885	-17.15935994	5.35E-66	8.65E-65	3.04E-65	TRUE
XOO1337	5527	3912	0.498590242	0.512825437	17.15116265	6.16E-66	9.92E-65	3.49E-65	TRUE
XOO0094	1027	1967	-0.937560776	-0.923325581	-17.06474947	2.72E-65	4.35E-64	1.53E-64	TRUE
XOO3066	2952	1805	0.709693884	0.723929079	17.05300221	3.32E-65	5.30E-64	1.86E-64	TRUE
XOO3480	189144	180876	0.064484019	0.078719214	17.05034075	3.48E-65	5.53E-64	1.94E-64	TRUE
XOO3394	307	1	8.262094845	8.27633004	16.97995709	1.16E-64	1.83E-63	6.44E-64	TRUE
XOO2607	331	920	-1.474802644	-1.46056745	-16.81794528	1.80E-63	2.85E-62	1.00E-62	TRUE
XOO4142	6956	9151	-0.395671474	-0.381436279	-16.71813925	9.67E-63	1.52E-61	5.34E-62	TRUE
XOO0166	750	241	1.637857449	1.652092644	16.69719316	1.37E-62	2.15E-61	7.56E-62	TRUE
XOO3214	9738	12302	-0.337195475	-0.322960281	-16.58647325	8.73E-62	1.36E-60	4.79E-61	TRUE
XOO0111	319	888	-1.477003253	-1.462768058	-16.54140998	1.85E-61	2.87E-60	1.01E-60	TRUE
XOO3589	2743	4137	-0.592830335	-0.578595141	-16.46739569	6.29E-61	9.74E-60	3.42E-60	TRUE
XOO3402	4463	3077	0.536489363	0.550724558	16.4405481	9.80E-61	1.51E-59	5.31E-60	TRUE
XOO1266	1776	2913	-0.71387412	-0.699638925	-16.35965584	3.71E-60	5.70E-59	2.00E-59	TRUE
XOO3588	16734	20029	-0.259308052	-0.245072858	-16.29530361	1.07E-59	1.63E-58	5.73E-59	TRUE
XOO4582	2211	3459	-0.645655989	-0.631420794	-16.2812798	1.34E-59	2.04E-58	7.18E-59	TRUE
XOO4616	318	875	-1.460256251	-1.446021057	-16.27905767	1.39E-59	2.11E-58	7.42E-59	TRUE
