GeneNames	knockout	wt	log2fc	log2(Fold_change) normalized	z-score	p-value	q-value	q-value(Storey et al. 2003)	Signature(p-value < 0.001)
XOO2866	33	28	0.237039197	0.251274392	0.679017889	0.497126527	0.607430737	0.213516808	FALSE
XOO1189	43	50	-0.217591435	-0.20335624	-0.678708211	0.497322762	0.607485361	0.213536009	FALSE
XOO1269	12	9	0.415037499	0.429272694	0.678270539	0.497600175	0.60763908	0.213590043	FALSE
XOO1558	121	133	-0.136419198	-0.122184004	-0.674519617	0.499981018	0.610360506	0.214546646	FALSE
XOO1436	334	320	0.061776198	0.076011392	0.673652922	0.500531999	0.610847118	0.214717694	FALSE
XOO1096	118	109	0.114458725	0.128693919	0.671746325	0.501745205	0.612141365	0.215172632	FALSE
XOO1557	188	177	0.086983302	0.101218496	0.67006524	0.502816203	0.61326138	0.215566326	FALSE
XOO0367	695	677	0.037857144	0.052092339	0.668764039	0.50364601	0.614086634	0.21585641	FALSE
XOO3922	208	224	-0.106915204	-0.092680009	-0.667406469	0.504512535	0.614956143	0.216162049	FALSE
XOO2508	655	686	-0.06671367	-0.052478475	-0.666004678	0.50540811	0.615860521	0.216479946	FALSE
XOO0125	33	39	-0.2410081	-0.226772905	-0.665734606	0.50558075	0.615883691	0.21648809	FALSE
XOO4787	367	389	-0.083990092	-0.069754898	-0.664607414	0.506301626	0.616574489	0.216730911	FALSE
XOO1651	22	18	0.289506617	0.303741812	0.664114124	0.506617271	0.616677893	0.216734355	FALSE
XOO3735	22	18	0.289506617	0.303741812	0.664114124	0.506617271	0.616677893	0.216734355	FALSE
XOO0476	125	137	-0.132247798	-0.118012604	-0.661694106	0.508167283	0.618283046	0.217331483	FALSE
XOO3259	887	868	0.031239062	0.045474256	0.660304142	0.509058673	0.619179678	0.217646656	FALSE
XOO1793	71	64	0.14974712	0.163982314	0.659893547	0.509322145	0.619312248	0.217693255	FALSE
XOO0961	197	186	0.082893008	0.097128203	0.658665831	0.510110379	0.620082629	0.217946407	FALSE
XOO3721	124	115	0.108706259	0.122941454	0.658489334	0.510223748	0.620032436	0.217946407	FALSE
XOO4476	15	19	-0.341036918	-0.326801723	-0.658126997	0.510456529	0.620127341	0.217979767	FALSE
XOO1679	59	67	-0.183446141	-0.169210946	-0.657623262	0.510780243	0.620332625	0.218051926	FALSE
XOO2864	96	88	0.125530882	0.139766077	0.656763581	0.511332945	0.620815802	0.218221767	FALSE
XOO0946	317	337	-0.088265751	-0.074030556	-0.656019425	0.511811626	0.621208843	0.218359924	FALSE
XOO2657	34	40	-0.234465254	-0.220230059	-0.655506069	0.51214198	0.62142167	0.218434734	FALSE
XOO0700	934	972	-0.057533764	-0.043298569	-0.655162586	0.51236308	0.621501842	0.218462915	FALSE
XOO1909	46	53	-0.204358499	-0.190123304	-0.654801927	0.51259529	0.621595438	0.218495815	FALSE
XOO2111	770	752	0.034125784	0.048360979	0.653931964	0.51315564	0.622086773	0.218668523	FALSE
XOO1308	109	120	-0.138706271	-0.124471076	-0.65244001	0.514117361	0.623064238	0.21901211	FALSE
XOO0433	6	4	0.584962501	0.599197695	0.650034422	0.515669987	0.624662632	0.21954079	FALSE
XOO0975	6	4	0.584962501	0.599197695	0.650034422	0.515669987	0.624662632	0.21954079	FALSE
XOO1561	23	19	0.275634443	0.289869637	0.649587247	0.515958873	0.624729424	0.21956623	FALSE
XOO2280	92	102	-0.148863386	-0.134628191	-0.649459584	0.516041362	0.624640646	0.21956623	FALSE
XOO3937	11423	11438	-0.001893218	0.012341977	0.647800193	0.517114191	0.625750314	0.219956288	FALSE
XOO1054	76	85	-0.161463423	-0.147228228	-0.646944924	0.517667589	0.626230949	0.220125235	FALSE
XOO1302	37	32	0.209453366	0.22368856	0.643127295	0.520141505	0.629033874	0.221110486	FALSE
XOO0948	847	829	0.030989868	0.045225062	0.641732134	0.521047121	0.629939056	0.221428664	FALSE
XOO2779	132	144	-0.125530882	-0.111295687	-0.640522081	0.521833238	0.630699262	0.221695883	FALSE
XOO1821	584	568	0.040077439	0.054312634	0.638910492	0.522881162	0.63177534	0.222074133	FALSE
XOO3521	36	42	-0.222392421	-0.208157227	-0.636201898	0.524644836	0.63371532	0.222756052	FALSE
XOO0008	1634	1687	-0.04605199	-0.031816796	-0.635571492	0.525055755	0.63402064	0.222863374	FALSE
XOO2489	9	12	-0.415037499	-0.400802305	-0.633286019	0.526546882	0.635629765	0.223428994	FALSE
XOO3316	202	217	-0.10333975	-0.089104555	-0.631944275	0.527423291	0.636496078	0.223733511	FALSE
XOO1061	97	107	-0.141554144	-0.12731895	-0.629870625	0.528779233	0.637940399	0.224241201	FALSE
XOO3801	107	99	0.112110366	0.126345561	0.6282525	0.529838543	0.639026089	0.22462283	FALSE
XOO0061	426	412	0.048209093	0.062444288	0.626481905	0.530998902	0.640232962	0.225047055	FALSE
XOO1097	205	220	-0.101879614	-0.087644419	-0.626029347	0.531295693	0.640398206	0.22510514	FALSE
XOO3174	985	967	0.026607835	0.040843029	0.625471202	0.531661844	0.640646928	0.225192568	FALSE
XOO1667	793	776	0.031264214	0.045499408	0.624670905	0.532187072	0.641087131	0.225292877	FALSE
XOO0258	229	218	0.071019463	0.085254658	0.624623164	0.532218413	0.640932298	0.225292877	FALSE
XOO1794	1868	1925	-0.043363991	-0.029128796	-0.621878128	0.534022008	0.64291118	0.225924717	FALSE
XOO4507	232	221	0.070078436	0.08431363	0.621863427	0.534031676	0.642729807	0.225924717	FALSE
XOO3516	185	175	0.080170349	0.094405543	0.620689238	0.534804112	0.643466292	0.226170209	FALSE
XOO0838	40	35	0.192645078	0.206880273	0.620249635	0.535093448	0.643524714	0.226170209	FALSE
XOO2222	40	35	0.192645078	0.206880273	0.620249635	0.535093448	0.643524714	0.226170209	FALSE
XOO2136	260	277	-0.091374353	-0.077139158	-0.619395349	0.535655944	0.643911448	0.2263084	FALSE
XOO3280	59	53	0.154722595	0.168957789	0.619265329	0.535741581	0.643821342	0.2263084	FALSE
XOO1959	378	399	-0.078002512	-0.063767317	-0.615958616	0.537921833	0.646247717	0.22716129	FALSE
XOO0153	27	32	-0.245112498	-0.230877303	-0.613514183	0.539536408	0.647896198	0.227643193	FALSE
XOO1866	27	32	-0.245112498	-0.230877303	-0.613514183	0.539536408	0.647896198	0.227643193	FALSE
XOO3226	567	552	0.038680468	0.052915663	0.613497235	0.539547611	0.647618674	0.227643193	FALSE
XOO2382	928	964	-0.054908341	-0.040673146	-0.613176987	0.53975932	0.647678872	0.227664353	FALSE
XOO0633	67	75	-0.1627295	-0.148494305	-0.612789509	0.540015528	0.647792416	0.227704264	FALSE
XOO4525	39	45	-0.206450877	-0.192215683	-0.609780884	0.542006966	0.649986817	0.228475614	FALSE
XOO4408	919	902	0.026937428	0.041172623	0.608987912	0.542532452	0.650422428	0.228563886	FALSE
XOO1565	247	236	0.065724182	0.079959377	0.608975377	0.54254076	0.650237939	0.228563886	FALSE
XOO0697	384	371	0.049687124	0.063922319	0.608716872	0.542712121	0.650248923	0.228567746	FALSE
XOO4397	190	204	-0.102569734	-0.088334539	-0.607507741	0.543514007	0.651015135	0.228837076	FALSE
XOO1773	1263	1245	0.020708897	0.034944091	0.606607654	0.54411132	0.651535926	0.229020138	FALSE
XOO4530	1068	1107	-0.051743575	-0.03750838	-0.606301497	0.544314565	0.651584679	0.229037276	FALSE
XOO3111	62	56	0.146841388	0.161076583	0.606029968	0.544494853	0.65160593	0.229044746	FALSE
XOO0448	15	12	0.321928095	0.33616329	0.603507053	0.546171425	0.653417261	0.229681443	FALSE
XOO2934	28	33	-0.237039197	-0.222804003	-0.602082458	0.54711925	0.654355929	0.230003562	FALSE
XOO0482	18	22	-0.289506617	-0.275271423	-0.601865244	0.547263841	0.654333653	0.230003562	FALSE
XOO4588	157	148	0.085167383	0.099402578	0.601534523	0.547484025	0.654401746	0.230027497	FALSE
XOO1953	54	61	-0.175849835	-0.161614641	-0.600106414	0.548435318	0.655343425	0.230358505	FALSE
XOO2739	64	58	0.142019005	0.156254199	0.59779266	0.549978289	0.656991347	0.230869463	FALSE
XOO3717	70	78	-0.156119202	-0.141884007	-0.597790899	0.549979464	0.656797042	0.230869463	FALSE
XOO3407	1650	1632	0.015824967	0.030060162	0.596976627	0.550522986	0.657250343	0.231028802	FALSE
XOO4344	209	199	0.070734512	0.084969706	0.594757219	0.552005768	0.658824389	0.231582092	FALSE
XOO1859	526	512	0.038918989	0.053154184	0.593535503	0.55282283	0.659603192	0.231855848	FALSE
XOO3442	71	79	-0.154033629	-0.139798434	-0.592981878	0.55319328	0.659848813	0.231942185	FALSE
XOO1756	2	1	1	1.014235195	0.591165892	0.554409273	0.66090597	0.232244726	FALSE
XOO2660	2	1	1	1.014235195	0.591165892	0.554409273	0.66090597	0.232244726	FALSE
XOO4755	2	1	1	1.014235195	0.591165892	0.554409273	0.66090597	0.232244726	FALSE
XOO2330	28	24	0.222392421	0.236627616	0.59050348	0.554853153	0.661041989	0.232361596	FALSE
XOO1169	166	157	0.080418682	0.094653877	0.589472392	0.555544427	0.661668927	0.23258197	FALSE
XOO0239	889	923	-0.054147229	-0.039912034	-0.588842394	0.555967004	0.661975563	0.232689755	FALSE
XOO2492	90	99	-0.137503524	-0.123268329	-0.587002432	0.557202073	0.663249143	0.233137429	FALSE
XOO4750	94	87	0.111645356	0.12588055	0.586731127	0.557384299	0.663269117	0.23314445	FALSE
XOO0671	176	189	-0.102810806	-0.088575611	-0.586316616	0.557662767	0.663403571	0.233191711	FALSE
XOO0981	219	209	0.067427928	0.081663122	0.585463691	0.558235974	0.663888466	0.233362156	FALSE
XOO0988	16	13	0.299560282	0.313795476	0.584085619	0.55916271	0.664793388	0.233680243	FALSE
XOO0501	73	81	-0.150025444	-0.135790249	-0.583631112	0.559468524	0.664959772	0.233738729	FALSE
XOO2385	91	100	-0.13606155	-0.121826355	-0.583204177	0.55975586	0.665104102	0.233789462	FALSE
XOO3712	57	64	-0.167109986	-0.152874791	-0.582326346	0.560346883	0.665609082	0.23393597	FALSE
XOO1084	46	41	0.166009951	0.180245146	0.582190081	0.560438654	0.665520902	0.23393597	FALSE
XOO3124	111	121	-0.124447371	-0.110212176	-0.581536483	0.560878938	0.665846509	0.234050424	FALSE
XOO3774	92	101	-0.134649527	-0.120414332	-0.579461479	0.562277831	0.667309599	0.234564712	FALSE
XOO0159	589	615	-0.062318776	-0.048083582	-0.57822236	0.563114005	0.668104186	0.234844016	FALSE
XOO1183	11	14	-0.347923303	-0.333688109	-0.576148966	0.564514497	0.669567638	0.235358431	FALSE
YXOOp11	70	64	0.129283017	0.143518212	0.575497946	0.564954579	0.669891425	0.235472245	FALSE
XOO2133	1	2	-1	-0.985764805	-0.574571395	0.565581202	0.670337041	0.235594057	FALSE
XOO3277	1	2	-1	-0.985764805	-0.574571395	0.565581202	0.670337041	0.235594057	FALSE
XOO4128	481	468	0.039528364	0.053763559	0.574021685	0.565953127	0.670480522	0.235679317	FALSE
XOO0624	180	171	0.074000581	0.088235776	0.572843329	0.566750779	0.671227141	0.235941759	FALSE
XOO4155	30	26	0.206450877	0.220686072	0.571627897	0.567574092	0.672003702	0.236180259	FALSE
XOO0382	491	478	0.038712406	0.052947601	0.571237637	0.567838569	0.672118342	0.236180259	FALSE
XOO0631	264	280	-0.084888898	-0.070653703	-0.571025366	0.567982448	0.672090211	0.236180259	FALSE
XOO2845	137	129	0.086804828	0.101040022	0.57100822	0.567994071	0.671905645	0.236180259	FALSE
XOO2230	101	94	0.103622631	0.117857826	0.570216639	0.568530772	0.672342143	0.236333692	FALSE
XOO3263	238	228	0.061927749	0.076162944	0.569769554	0.568834008	0.672502371	0.236375023	FALSE
XOO0528	183	174	0.072756342	0.086991537	0.569575463	0.568965675	0.672459726	0.236375023	FALSE
XOO1456	645	631	0.031659155	0.04589435	0.568210429	0.569892091	0.673356143	0.236690121	FALSE
XOO0007	2042	2026	0.011348692	0.025583887	0.56569158	0.57160346	0.675179219	0.237307507	FALSE
XOO0625	73	67	0.123735368	0.137970563	0.565526941	0.571715405	0.675112535	0.237307507	FALSE
XOO3262	515	502	0.036885068	0.051120263	0.565022163	0.57205869	0.675318989	0.237380077	FALSE
XOO0831	668	654	0.030557467	0.044792662	0.5644813	0.572426623	0.67555441	0.237447515	FALSE
XOO4610	45	51	-0.180572246	-0.166337051	-0.564287915	0.572558204	0.675510842	0.237447515	FALSE
XOO4798	31	27	0.199308808	0.213544003	0.562967917	0.573456731	0.676371884	0.237750178	FALSE
XOO0549	190	181	0.070009721	0.084244916	0.562310719	0.573904337	0.676700731	0.237865771	FALSE
XOO3506	939	973	-0.051314647	-0.037079453	-0.561953483	0.574147713	0.676788645	0.237896673	FALSE
XOO3140	50	45	0.152003093	0.166238288	0.561167793	0.574683157	0.677220686	0.238048539	FALSE
XOO1846	140	151	-0.109121722	-0.094886528	-0.560793449	0.574938353	0.677322321	0.238084264	FALSE
XOO3187	5123	5231	-0.030097878	-0.015862684	-0.559807363	0.575610841	0.677915352	0.23829272	FALSE
XOO2097	21	25	-0.251538767	-0.237303572	-0.556747955	0.577699648	0.680175591	0.239059277	FALSE
XOO3800	147	139	0.080731272	0.094966467	0.556512973	0.577860228	0.680164902	0.239059277	FALSE
XOO4233	51	46	0.148863386	0.163098581	0.55635026	0.577971435	0.68009612	0.239059277	FALSE
XOO0771	99	108	-0.125530882	-0.111295687	-0.554705661	0.579096003	0.681219447	0.239454136	FALSE
XOO2496	8	6	0.415037499	0.429272694	0.553805302	0.5797121	0.681544225	0.239498064	FALSE
XOO3119	8	6	0.415037499	0.429272694	0.553805302	0.5797121	0.681544225	0.239498064	FALSE
XOO4749	8	6	0.415037499	0.429272694	0.553805302	0.5797121	0.681544225	0.239498064	FALSE
XOO4087	263	253	0.055925415	0.070160609	0.552320976	0.580728462	0.682338922	0.23984764	FALSE
XOO3617	18	15	0.263034406	0.2772696	0.550880403	0.581715662	0.68329859	0.240184971	FALSE
XOO2374	271	261	0.054243045	0.068478239	0.547374612	0.584121394	0.685923452	0.241107632	FALSE
XOO3807	482	504	-0.064390587	-0.050155393	-0.54579648	0.585205843	0.686995673	0.241484526	FALSE
XOO3003	22	26	-0.2410081	-0.226772905	-0.5435691	0.586738028	0.688592727	0.242004111	FALSE
XOO0868	473	461	0.037073433	0.051308628	0.543466786	0.586808453	0.688473833	0.242004111	FALSE
XOO3488	81	75	0.111031312	0.125266507	0.542050166	0.587783947	0.689416572	0.242335491	FALSE
XOO2708	160	152	0.074000581	0.088235776	0.540080365	0.589141611	0.690806879	0.242824195	FALSE
XOO1615	374	363	0.043068722	0.057303917	0.539156494	0.589778877	0.691351906	0.243015777	FALSE
XOO3879	49	55	-0.166649869	-0.152414675	-0.538248471	0.590405521	0.691884167	0.243081601	FALSE
XOO3997	2715	2782	-0.035170222	-0.020935027	-0.538132271	0.590485735	0.691775953	0.243081601	FALSE
XOO0906	126	136	-0.110182918	-0.095947723	-0.538063173	0.590533436	0.691629724	0.243081601	FALSE
XOO3518	385	404	-0.069496847	-0.055261653	-0.537925311	0.590628614	0.691539168	0.243081601	FALSE
XOO0656	19	16	0.247927513	0.262162708	0.536541722	0.591584209	0.692253676	0.243261752	FALSE
XOO0745	19	16	0.247927513	0.262162708	0.536541722	0.591584209	0.692253676	0.243261752	FALSE
XOO1076	19	16	0.247927513	0.262162708	0.536541722	0.591584209	0.692253676	0.243261752	FALSE
XOO2445	66	73	-0.14543044	-0.131195245	-0.535737699	0.592139845	0.692499603	0.243419202	FALSE
XOO2933	105	114	-0.118644496	-0.104409302	-0.535281984	0.592454882	0.692665973	0.243477682	FALSE
XOO0083	35	40	-0.192645078	-0.178409883	-0.534892301	0.592724333	0.692778965	0.2435174	FALSE
XOO0632	56	51	0.13492958	0.149164775	0.534468668	0.593017322	0.692919394	0.243566762	FALSE
XOO2769	611	636	-0.057854385	-0.043619191	-0.533831246	0.593458294	0.693232605	0.243612886	FALSE
XOO0004	4197	4288	-0.030946443	-0.016711248	-0.533806568	0.593475369	0.693050614	0.243612886	FALSE
XOO1885	177	189	-0.094636874	-0.08040168	-0.53296458	0.594058099	0.693529097	0.243781077	FALSE
XOO0268	35	31	0.175086707	0.189321901	0.532566006	0.594334039	0.693649246	0.243823311	FALSE
XOO4038	57	52	0.132450296	0.146685491	0.530485103	0.595775635	0.695129371	0.244343586	FALSE
XOO3410	86	80	0.10433666	0.118571854	0.529294007	0.596601513	0.695890446	0.24461111	FALSE
XOO0886	736	723	0.025710119	0.039945314	0.52884482	0.596913103	0.696051376	0.244667678	FALSE
XOO0323	130	140	-0.106915204	-0.092680009	-0.527625037	0.597759612	0.696835791	0.244943407	FALSE
XOO1435	1646	1632	0.012323278	0.026558473	0.527115108	0.598113655	0.697045827	0.245017236	FALSE
XOO0043	51	57	-0.160464672	-0.146229478	-0.526274878	0.598697235	0.697523167	0.245185025	FALSE
XOO2971	237	251	-0.082800305	-0.06856511	-0.524852104	0.599686007	0.698472168	0.245518607	FALSE
XOO2419	20	17	0.234465254	0.248700448	0.523432335	0.600673427	0.699419044	0.245851441	FALSE
XOO2772	239	230	0.055376757	0.069611952	0.522447799	0.601358583	0.700013519	0.246049625	FALSE
XOO4109	89	83	0.100694	0.114929194	0.522234823	0.601506843	0.699982854	0.246049625	FALSE
XOO1835	816	803	0.023169164	0.037404359	0.521659356	0.601907528	0.700245873	0.246142078	FALSE
XOO4078	9	7	0.362570079	0.376805274	0.520314236	0.602844575	0.70113255	0.246453752	FALSE
XOO3534	24	28	-0.222392421	-0.208157227	-0.519455712	0.603442989	0.701421555	0.246483874	FALSE
XOO4461	24	28	-0.222392421	-0.208157227	-0.519455712	0.603442989	0.701421555	0.246483874	FALSE
YXOOp14	24	28	-0.222392421	-0.208157227	-0.519455712	0.603442989	0.701421555	0.246483874	FALSE
XOO2229	2501	2489	0.006938827	0.021174022	0.518568384	0.604061761	0.701733875	0.246665123	FALSE
XOO2826	554	577	-0.058685343	-0.044450148	-0.518075207	0.604405798	0.70193014	0.246734112	FALSE
XOO0062	878	865	0.021520807	0.035756002	0.517420715	0.604862502	0.702257102	0.246804393	FALSE
XOO2999	6	8	-0.415037499	-0.400802305	-0.517075613	0.605103377	0.702231709	0.246804393	FALSE
XOO3339	6	8	-0.415037499	-0.400802305	-0.517075613	0.605103377	0.702231709	0.246804393	FALSE
XOO4410	250	241	0.052894948	0.067130143	0.515507726	0.606198272	0.703197012	0.247179427	FALSE
XOO3208	91	99	-0.12156198	-0.107326785	-0.512502827	0.608299142	0.705429928	0.247964315	FALSE
XOO0120	62	57	0.121306296	0.135541491	0.512219008	0.608497742	0.705456173	0.247973541	FALSE
XOO4600	113	122	-0.110558375	-0.096323181	-0.511576725	0.608947279	0.705773241	0.248084992	FALSE
XOO4490	525	547	-0.05922341	-0.044988216	-0.510483604	0.609712699	0.70645613	0.248325033	FALSE
XOO2970	72	79	-0.133855747	-0.119620552	-0.509170797	0.610632511	0.707317462	0.248627799	FALSE
XOO2897	25	29	-0.214124805	-0.199889611	-0.508381222	0.611186019	0.707754116	0.248781286	FALSE
XOO4545	39	35	0.156119202	0.170354397	0.507518536	0.611791034	0.708250146	0.248955645	FALSE
XOO2224	267	258	0.049468676	0.063703871	0.505857231	0.612956878	0.709394955	0.249358054	FALSE
XOO4752	97	91	0.092118202	0.106353397	0.505270082	0.613369153	0.709667225	0.249453759	FALSE
XOO0346	192	204	-0.087462841	-0.073227647	-0.504932491	0.613606253	0.709736719	0.249478187	FALSE
XOO1334	39	44	-0.1740294	-0.159794205	-0.504087611	0.614199812	0.710218358	0.249647487	FALSE
XOO2046	4128	4123	0.00174851	0.015983704	0.503483248	0.614624555	0.710504568	0.249748092	FALSE
XOO0410	65	60	0.115477217	0.129712412	0.502417397	0.615373944	0.711165794	0.249980519	FALSE
XOO4108	74	81	-0.130396637	-0.116161443	-0.500966971	0.616394368	0.712139776	0.250322881	FALSE
XOO4298	524	513	0.030607986	0.044843181	0.500499747	0.616723235	0.712314448	0.250384279	FALSE
XOO2786	66	61	0.113656782	0.127891976	0.499319798	0.61755411	0.713068671	0.250649395	FALSE
XOO0867	389	407	-0.065258639	-0.051023445	-0.498877117	0.617865956	0.713223328	0.250703758	FALSE
XOO3996	196	208	-0.085729874	-0.071494679	-0.497942521	0.618524556	0.713778049	0.250898747	FALSE
XOO3266	399	389	0.036618591	0.050853786	0.494756463	0.62077204	0.716165499	0.251737955	FALSE
XOO4460	15	18	-0.263034406	-0.248799211	-0.494315315	0.621083511	0.716318698	0.251791806	FALSE
XOO1360	10	8	0.321928095	0.33616329	0.49276113	0.622181378	0.717069181	0.251946962	FALSE
XOO1500	10	8	0.321928095	0.33616329	0.49276113	0.622181378	0.717069181	0.251946962	FALSE
XOO4751	10	8	0.321928095	0.33616329	0.49276113	0.622181378	0.717069181	0.251946962	FALSE
XOO4759	10	8	0.321928095	0.33616329	0.49276113	0.622181378	0.717069181	0.251946962	FALSE
XOO0510	104	98	0.085729874	0.099965069	0.492303014	0.62250515	0.716927074	0.252005655	FALSE
XOO0805	229	242	-0.079659449	-0.065424255	-0.492015986	0.622708042	0.716954779	0.252015394	FALSE
XOO1182	69	64	0.108524457	0.122759651	0.490489984	0.623787216	0.717991084	0.252379663	FALSE
XOO2843	27	31	-0.199308808	-0.185073614	-0.487911181	0.625612754	0.719885629	0.253004075	FALSE
XOO0221	202	214	-0.083255504	-0.069020309	-0.487802697	0.625689601	0.719767463	0.253004075	FALSE
XOO4317	78	85	-0.123988717	-0.109753523	-0.485417032	0.627380553	0.721505633	0.253615055	FALSE
XOO4459	71	66	0.105353	0.119588195	0.484960354	0.627704469	0.721671126	0.253673227	FALSE
XOO1800	42	47	-0.162271429	-0.148036234	-0.483638293	0.628642593	0.722542476	0.253979514	FALSE
XOO2821	7	9	-0.362570079	-0.348334885	-0.481000697	0.630516003	0.724280417	0.254517487	FALSE
XOO3037	7	9	-0.362570079	-0.348334885	-0.481000697	0.630516003	0.724280417	0.254517487	FALSE
XOO3323	7	9	-0.362570079	-0.348334885	-0.481000697	0.630516003	0.724280417	0.254517487	FALSE
XOO3812	28	32	-0.192645078	-0.178409883	-0.478421706	0.632350087	0.72597122	0.255154016	FALSE
XOO4822	16	19	-0.247927513	-0.233692319	-0.478274275	0.632455004	0.725883799	0.255154016	FALSE
XOO0376	114	108	0.078002512	0.092237707	0.476223301	0.633915301	0.727351586	0.255669955	FALSE
XOO1359	75	70	0.099535674	0.113770868	0.474666412	0.635024762	0.7284161	0.25604414	FALSE
XOO2922	1183	1218	-0.04206406	-0.027828865	-0.472651598	0.636461764	0.72985561	0.25655014	FALSE
XOO1417	25	22	0.184424571	0.198659766	0.471536323	0.637257787	0.73055947	0.256797552	FALSE
XOO1610	249	241	0.047112596	0.06134779	0.470631872	0.637903643	0.731090825	0.256984328	FALSE
XOO2932	62	68	-0.133266531	-0.119031336	-0.470114445	0.638273254	0.731305366	0.257059741	FALSE
XOO2995	11	9	0.289506617	0.303741812	0.469598933	0.638641587	0.731518321	0.257125396	FALSE
XOO4555	29	33	-0.186413124	-0.17217793	-0.469375581	0.6388012	0.731492148	0.257125396	FALSE
XOO0077	78	73	0.09557766	0.109812855	0.467547067	0.640108526	0.732779863	0.257578038	FALSE
XOO0028	216	228	-0.078002512	-0.063767317	-0.46560987	0.641494777	0.734052393	0.257988524	FALSE
XOO1412	216	228	-0.078002512	-0.063767317	-0.46560987	0.641494777	0.734052393	0.257988524	FALSE
XOO2829	45	50	-0.152003093	-0.137767899	-0.465060779	0.641887932	0.734187937	0.258072988	FALSE
XOO3788	48	44	0.125530882	0.139766077	0.464398931	0.642361956	0.734520559	0.258189907	FALSE
XOO1287	182	175	0.056583528	0.070818723	0.463713388	0.642853104	0.734872568	0.258273113	FALSE
XOO0729	568	558	0.025625808	0.039861002	0.463598372	0.642935521	0.73475727	0.258273113	FALSE
XOO2775	26	23	0.176877762	0.191112957	0.463212266	0.643212225	0.73486401	0.258310633	FALSE
XOO4577	188	199	-0.082035769	-0.067800574	-0.462180072	0.643952193	0.735499812	0.258534122	FALSE
XOO4550	219	231	-0.076961982	-0.062726787	-0.461098952	0.644727613	0.736175734	0.258654619	FALSE
XOO2151	133	142	-0.094464684	-0.080229489	-0.460989104	0.644806422	0.735951301	0.258654619	FALSE
XOO3744	133	142	-0.094464684	-0.080229489	-0.460989104	0.644806422	0.735951301	0.258654619	FALSE
XOO4927	30	34	-0.180572246	-0.166337051	-0.460738102	0.644986515	0.735842612	0.258654619	FALSE
XOO1485	3	2	0.584962501	0.599197695	0.459643587	0.645772068	0.736529224	0.258895969	FALSE
XOO4304	191	202	-0.080782655	-0.06654746	-0.45714394	0.647567589	0.738367026	0.259541971	FALSE
XOO3974	224	236	-0.075288127	-0.061052933	-0.453757602	0.650003303	0.740933535	0.26044412	FALSE
XOO0609	111	119	-0.100401897	-0.086166702	-0.452769535	0.650714703	0.741533611	0.260590929	FALSE
XOO0152	31	35	-0.175086707	-0.160851512	-0.452478275	0.650924468	0.741456512	0.260590929	FALSE
XOO3465	31	35	-0.175086707	-0.160851512	-0.452478275	0.650924468	0.741456512	0.260590929	FALSE
XOO1791	8	10	-0.321928095	-0.3076929	-0.451028134	0.651969272	0.74233025	0.260935076	FALSE
XOO2788	201	194	0.051138849	0.065374044	0.450277409	0.652510426	0.742735462	0.261077512	FALSE
XOO2669	138	147	-0.091147888	-0.076912693	-0.44990319	0.652780247	0.742831681	0.261111333	FALSE
XOO0593	87	82	0.085391491	0.099626686	0.448773608	0.653594979	0.74354775	0.261339492	FALSE
XOO1127	136	130	0.065095028	0.079330223	0.44836386	0.65389062	0.743673048	0.261339492	FALSE
XOO0454	28	25	0.163498732	0.177733927	0.448084163	0.654092457	0.743586179	0.261339492	FALSE
XOO3039	28	25	0.163498732	0.177733927	0.448084163	0.654092457	0.743586179	0.261339492	FALSE
XOO0264	197	208	-0.078387899	-0.064152704	-0.447376357	0.654603344	0.743850569	0.261469481	FALSE
XOO3792	230	242	-0.073373186	-0.059137992	-0.445225595	0.656156732	0.745404459	0.262015686	FALSE
XOO0887	411	428	-0.058472403	-0.044237208	-0.444066743	0.65699433	0.746144552	0.262275834	FALSE
XOO2019	318	310	0.03675855	0.050993745	0.442890846	0.657844689	0.746898714	0.262540928	FALSE
XOO3638	142	136	0.062284278	0.076519473	0.44213054	0.658394746	0.74731159	0.262686058	FALSE
XOO0678	29	26	0.157541277	0.171776472	0.441185596	0.65907864	0.747770276	0.262810101	FALSE
XOO3802	29	26	0.157541277	0.171776472	0.441185596	0.65907864	0.747770276	0.262810101	FALSE
XOO3923	235	247	-0.071850285	-0.05761509	-0.438334357	0.661143924	0.749795188	0.263339845	FALSE
XOO0612	2	3	-0.584962501	-0.570727306	-0.437803997	0.661528373	0.749595039	0.263339845	FALSE
XOO2467	2	3	-0.584962501	-0.570727306	-0.437803997	0.661528373	0.749595039	0.263339845	FALSE
XOO4706	2	3	-0.584962501	-0.570727306	-0.437803997	0.661528373	0.749595039	0.263339845	FALSE
XOO4708	2	3	-0.584962501	-0.570727306	-0.437803997	0.661528373	0.749595039	0.263339845	FALSE
XOO4744	2	3	-0.584962501	-0.570727306	-0.437803997	0.661528373	0.749595039	0.263339845	FALSE
XOO1663	226	219	0.045391903	0.059627097	0.435921936	0.662893369	0.750505371	0.263808697	FALSE
XOO4549	13	11	0.2410081	0.255243294	0.432615622	0.665294038	0.753010672	0.264689331	FALSE
XOO4415	509	528	-0.052872273	-0.038637079	-0.431208681	0.666316642	0.753955241	0.265021354	FALSE
XOO3206	58	54	0.103093493	0.117328688	0.43020577	0.667045965	0.754567515	0.26519527	FALSE
XOO1850	238	231	0.043068722	0.057303917	0.430089857	0.667130278	0.75445001	0.26519527	FALSE
